record number,datetime,season,holiday,weather,temp,humidity,windspeed,casual,registered,all_users
7931,2/11/12 22:00,1,0,2,-2,39,26.00,0,46,46
7932,6/21/11 12:00,3,0,1,26,74,11.00,40,148,188
7933,2/4/11 3:00,1,0,2,-2,63,7.00,0,1,1
7934,8/7/12 1:00,3,0,1,26,84,9.00,2,16,18
7935,11/11/11 13:00,4,1,1,10,37,37.00,57,179,236
7936,9/24/11 10:00,4,0,2,21,88,6.00,90,203,293
7937,11/18/12 8:00,4,0,1,6,75,17.00,19,100,119
7938,1/29/12 14:00,1,0,1,7,26,17.00,49,229,278
7939,2/14/12 0:00,1,0,2,4,60,0.00,0,14,14
7940,11/10/11 21:00,4,0,1,9,57,17.00,6,130,136
7941,6/19/11 6:00,2,0,2,24,78,11.00,11,22,33
7942,8/23/12 14:00,3,0,1,30,46,15.00,114,191,305
7943,11/23/11 0:00,4,0,2,15,94,17.00,2,14,16
7944,1/6/12 13:00,1,0,1,11,43,19.00,16,188,204
7945,6/5/12 9:00,2,0,2,17,72,17.00,50,285,335
7946,1/30/12 11:00,1,0,1,4,38,0.00,6,93,99
7947,6/9/12 9:00,2,0,1,23,57,11.00,99,241,340
7948,12/27/11 15:00,1,0,3,12,82,26.00,2,17,19
7949,11/6/12 13:00,4,0,1,8,46,9.00,46,232,278
7950,1/18/12 1:00,1,0,2,14,77,22.00,0,10,10
7951,3/23/11 6:00,2,0,2,8,87,17.00,1,43,44
7952,11/7/12 1:00,4,0,2,5,61,17.00,6,86,92
7953,5/23/12 16:00,2,0,3,26,61,6.00,62,216,278
7954,2/13/12 16:00,1,0,1,9,23,13.00,5,206,211
7955,12/12/12 17:00,4,0,2,7,53,15.00,21,540,561
7956,8/11/12 11:00,3,0,1,28,66,11.00,203,296,499
7957,2/8/11 9:00,1,0,1,3,52,33.00,7,127,134
7958,11/26/12 17:00,4,0,1,12,32,0.00,13,540,553
7959,7/29/11 16:00,3,0,1,39,30,26.00,35,197,232
7960,1/29/12 3:00,1,0,1,4,28,13.00,4,17,21
7961,4/28/12 19:00,2,0,3,9,71,9.00,29,110,139
7962,11/22/12 17:00,4,1,1,13,35,0.00,66,43,109
7963,7/9/11 14:00,3,0,1,33,36,9.00,158,215,373
7964,11/2/11 11:00,4,0,1,12,71,9.00,27,117,144
7965,2/22/11 19:00,1,0,1,1,47,19.00,4,113,117
7966,5/8/12 12:00,2,0,2,22,65,22.00,60,203,263
7967,3/14/12 10:00,1,0,1,19,56,7.00,38,150,188
7968,3/17/12 14:00,1,0,1,22,53,6.00,352,338,690
7969,6/29/11 19:00,3,0,1,29,35,26.00,60,341,401
7970,1/8/12 8:00,1,0,1,6,52,9.00,4,53,57
7971,9/8/12 17:00,3,0,3,20,83,13.00,52,119,171
7972,10/24/11 13:00,4,0,2,18,64,15.00,60,137,197
7973,10/8/11 0:00,4,0,1,15,72,0.00,17,72,89
7974,1/3/11 17:00,1,0,1,3,30,15.00,11,145,156
7975,10/17/11 7:00,4,0,2,16,55,11.00,10,299,309
7976,12/17/12 2:00,4,0,2,10,94,0.00,1,4,5
7977,6/8/12 5:00,2,0,1,16,72,7.00,1,28,29
7978,7/4/11 4:00,3,1,2,24,78,6.00,8,4,12
7979,5/29/12 2:00,2,0,1,25,83,9.00,0,8,8
7980,5/10/11 6:00,2,0,1,12,67,9.00,9,103,112
7981,2/10/11 15:00,1,0,1,1,25,17.00,0,50,50
7982,1/27/12 6:00,1,0,2,12,100,22.00,0,72,72
7983,3/6/12 3:00,1,0,1,0,51,19.00,0,1,1
7984,12/22/12 2:00,1,0,1,4,44,35.00,0,23,23
7985,12/21/12 15:00,1,0,2,6,42,26.00,29,234,263
7986,6/4/12 6:00,2,0,1,17,68,0.00,4,135,139
7987,2/14/12 22:00,1,0,2,9,50,7.00,5,72,77
7988,3/30/12 17:00,2,0,2,11,62,15.00,93,512,605
7989,11/16/11 2:00,4,0,2,14,94,7.00,4,6,10
7990,10/25/12 10:00,4,0,2,18,83,9.00,53,172,225
7991,9/2/11 17:00,3,0,2,25,65,11.00,78,375,453
7992,12/27/11 17:00,1,0,3,11,87,9.00,6,109,115
7993,11/20/12 0:00,4,0,1,7,70,9.00,3,26,29
7994,12/15/11 20:00,4,0,1,17,59,22.00,12,208,220
7995,3/28/12 23:00,2,0,1,18,68,9.00,12,81,93
7996,5/31/12 14:00,2,0,1,29,31,13.00,61,193,254
7997,10/24/11 2:00,4,0,1,11,87,7.00,1,6,7
7998,2/16/12 9:00,1,0,2,6,70,11.00,3,199,202
7999,1/8/11 23:00,1,0,1,-4,39,30.00,0,22,22
8000,11/22/11 20:00,4,0,2,14,100,15.00,6,121,127
8001,1/20/12 13:00,1,0,1,2,32,20.00,12,144,156
8002,3/16/12 12:00,1,0,2,13,82,9.00,72,222,294
8003,3/31/11 12:00,2,0,3,5,93,13.00,17,72,89
8004,9/15/12 21:00,3,0,1,19,52,7.00,86,210,296
8005,9/27/12 22:00,4,0,3,22,83,20.00,2,45,47
8006,3/4/12 21:00,1,0,1,5,36,15.00,9,70,79
8007,9/30/11 3:00,4,0,1,17,83,7.00,0,3,3
8008,1/15/11 23:00,1,0,1,6,45,19.00,5,39,44
8009,6/11/11 3:00,2,0,1,25,83,6.00,10,18,28
8010,12/18/11 7:00,4,0,1,1,59,11.00,1,11,12
8011,9/25/11 7:00,4,0,2,21,94,9.00,15,23,38
8012,8/25/11 3:00,3,0,1,24,74,22.00,2,2,4
8013,10/15/11 16:00,4,0,1,22,29,26.00,179,262,441
8014,6/12/11 2:00,2,0,1,23,89,17.00,9,57,66
8015,5/31/11 5:00,2,0,1,24,83,6.00,0,26,26
8016,9/26/11 10:00,4,0,2,23,89,13.00,37,116,153
8017,12/2/12 5:00,4,0,2,4,93,0.00,1,7,8
8018,6/20/11 19:00,2,0,1,24,65,15.00,62,369,431
8019,3/21/12 5:00,2,0,2,16,88,9.00,4,35,39
8020,7/3/12 13:00,3,0,1,36,25,9.00,80,203,283
8021,9/28/11 19:00,4,0,3,24,83,17.00,57,315,372
8022,11/14/11 2:00,4,0,1,14,63,24.00,7,10,17
8023,5/22/11 1:00,2,0,1,17,94,9.00,17,81,98
8024,12/9/12 6:00,4,0,3,11,94,7.00,0,6,6
8025,9/30/11 23:00,4,0,1,17,55,22.00,23,109,132
8026,12/28/12 3:00,1,0,2,3,60,11.00,0,2,2
8027,6/7/12 22:00,2,0,1,21,46,11.00,35,193,228
8028,9/22/11 1:00,3,0,2,21,94,6.00,5,6,11
8029,2/1/12 22:00,1,0,1,16,55,13.00,7,133,140
8030,1/23/11 0:00,1,0,1,-7,57,7.00,2,20,22
8031,2/10/11 6:00,1,0,2,-3,54,19.00,0,26,26
8032,4/26/11 1:00,2,0,1,22,73,19.00,16,5,21
8033,3/27/11 1:00,2,0,2,3,52,13.00,3,17,20
8034,11/20/12 3:00,4,0,2,8,71,7.00,0,2,2
8035,1/26/12 11:00,1,0,2,6,87,7.00,11,99,110
8036,9/6/11 8:00,3,0,3,18,83,26.00,15,347,362
8037,12/25/11 17:00,1,0,1,8,61,9.00,11,33,44
8038,4/30/12 4:00,2,0,1,10,62,17.00,0,2,2
8039,11/15/12 18:00,4,0,2,9,57,13.00,10,563,573
8040,12/12/12 5:00,4,0,1,4,60,13.00,0,37,37
8041,8/2/12 3:00,3,0,1,24,83,0.00,0,6,6
8042,9/20/11 23:00,3,0,1,19,94,0.00,11,70,81
8043,6/18/12 18:00,2,0,2,22,69,11.00,47,595,642
8044,12/26/12 8:00,1,0,3,1,86,22.00,0,31,31
8045,10/17/12 7:00,4,0,1,9,81,7.00,15,449,464
8046,12/19/11 11:00,4,0,1,4,65,17.00,22,105,127
8047,1/9/11 16:00,1,0,1,1,34,30.00,13,79,92
8048,5/11/11 14:00,2,0,1,22,53,6.00,36,140,176
8049,4/30/11 10:00,2,0,1,15,44,26.00,94,185,279
8050,8/19/11 19:00,3,0,3,22,73,31.00,33,132,165
8051,3/2/11 14:00,1,0,1,17,23,20.00,21,75,96
8052,12/27/11 18:00,1,0,1,10,87,19.00,9,126,135
8053,5/7/11 7:00,2,0,1,15,59,0.00,8,32,40
8054,12/19/12 13:00,4,0,1,12,50,13.00,30,183,213
8055,1/13/12 4:00,1,0,3,7,70,33.00,1,2,3
8056,11/14/12 17:00,4,0,1,7,49,13.00,19,564,583
8057,1/19/12 0:00,1,0,1,-2,50,13.00,0,15,15
8058,11/2/11 1:00,4,0,1,6,87,0.00,2,8,10
8059,1/28/11 9:00,1,0,3,0,86,6.00,6,95,101
8060,7/13/11 7:00,3,0,1,29,55,17.00,32,279,311
8061,7/4/12 3:00,3,1,1,25,74,13.00,9,23,32
8062,3/27/12 15:00,2,0,1,12,20,0.00,42,157,199
8063,6/18/12 4:00,2,0,2,18,77,13.00,0,9,9
8064,1/26/11 16:00,1,0,3,2,93,22.00,1,35,36
8065,10/25/11 12:00,4,0,1,18,39,24.00,35,163,198
8066,8/29/11 22:00,3,0,1,22,57,9.00,23,119,142
8067,6/13/11 23:00,2,0,1,22,46,13.00,14,75,89
8068,1/14/12 19:00,1,0,1,1,47,15.00,12,90,102
8069,11/25/12 22:00,4,0,1,3,60,0.00,3,59,62
8070,12/24/11 4:00,1,0,2,7,66,11.00,0,3,3
8071,7/2/11 12:00,3,0,1,32,30,9.00,142,231,373
8072,6/11/11 19:00,2,0,1,26,65,13.00,97,167,264
8073,4/24/12 1:00,2,0,2,7,81,9.00,1,6,7
8074,11/15/12 1:00,4,0,2,4,65,7.00,2,14,16
8075,7/8/12 16:00,3,0,2,31,66,15.00,65,226,291
8076,5/26/12 4:00,2,0,1,22,88,9.00,0,1,1
8077,9/14/11 17:00,3,0,1,29,52,19.00,87,511,598
8078,5/23/12 10:00,2,0,1,22,78,6.00,52,139,191
8079,5/7/11 21:00,2,0,1,18,49,15.00,58,124,182
8080,7/4/12 21:00,3,1,1,33,53,9.00,222,362,584
8081,12/23/11 20:00,1,0,1,7,61,22.00,3,47,50
8082,3/12/12 6:00,1,0,1,8,57,7.00,2,85,87
8083,2/22/12 10:00,1,0,1,8,71,6.00,17,122,139
8084,7/13/12 15:00,3,0,2,31,36,7.00,92,261,353
8085,3/18/11 17:00,1,0,1,26,37,22.00,95,235,330
8086,11/19/12 11:00,4,0,2,10,66,17.00,33,164,197
8087,5/7/12 3:00,2,0,1,16,77,13.00,2,3,5
8088,6/25/12 17:00,3,0,1,31,24,31.00,76,757,833
8089,8/22/12 15:00,3,0,1,29,48,9.00,94,222,316
8090,5/29/11 19:00,2,0,1,27,74,17.00,141,146,287
8091,4/23/11 19:00,2,0,1,19,83,19.00,84,199,283
8092,3/6/12 12:00,1,0,1,4,41,7.00,9,129,138
8093,5/16/11 23:00,2,0,1,19,88,6.00,18,39,57
8094,7/15/12 10:00,3,0,1,29,66,9.00,141,241,382
8095,11/2/12 6:00,4,0,1,6,70,11.00,2,120,122
8096,9/7/11 4:00,3,0,3,19,94,11.00,0,4,4
8097,6/11/12 2:00,2,0,1,24,74,7.00,5,12,17
8098,12/21/12 3:00,1,0,3,14,94,26.00,0,3,3
8099,6/5/12 3:00,2,0,3,16,82,13.00,0,5,5
8100,11/7/12 9:00,4,0,2,4,60,19.00,17,351,368
8101,11/9/11 11:00,4,0,1,14,67,11.00,21,131,152
8102,12/3/12 18:00,4,0,1,16,68,6.00,26,666,692
8103,10/22/12 7:00,4,0,1,10,66,6.00,15,437,452
8104,11/16/12 9:00,4,0,1,8,53,7.00,21,330,351
8105,12/19/11 1:00,4,0,1,0,80,6.00,3,8,11
8106,12/17/11 6:00,4,0,2,4,56,19.00,0,17,17
8107,8/22/11 9:00,3,0,1,25,54,17.00,36,151,187
8108,7/22/11 1:00,3,0,1,31,63,0.00,7,17,24
8109,9/4/12 12:00,3,0,1,29,70,19.00,54,233,287
8110,5/10/11 4:00,2,0,1,12,62,17.00,0,2,2
8111,10/31/12 5:00,4,0,2,6,81,9.00,0,24,24
8112,3/16/12 23:00,1,0,2,13,94,0.00,22,104,126
8113,3/2/11 22:00,1,0,1,6,26,37.00,4,44,48
8114,12/7/11 20:00,4,0,3,8,87,43.00,1,25,26
8115,7/13/11 21:00,3,0,1,26,79,7.00,56,194,250
8116,7/19/11 13:00,3,0,1,34,53,7.00,33,139,172
8117,6/20/11 6:00,2,0,3,21,78,9.00,1,25,26
8118,4/2/12 17:00,2,0,1,16,29,19.00,128,601,729
8119,7/11/12 8:00,3,0,2,25,79,11.00,30,644,674
8120,6/19/12 13:00,2,0,1,28,58,9.00,69,202,271
8121,8/21/12 22:00,3,0,1,23,78,0.00,24,208,232
8122,12/2/12 7:00,4,0,2,3,93,9.00,5,26,31
8123,7/15/12 18:00,3,0,3,27,79,24.00,84,228,312
8124,5/16/11 21:00,2,0,1,20,83,0.00,28,149,177
8125,8/20/12 3:00,3,0,1,21,88,7.00,0,3,3
8126,2/13/12 13:00,1,0,1,7,22,15.00,11,129,140
8127,7/20/12 19:00,3,0,2,23,83,19.00,44,358,402
8128,9/9/11 17:00,3,0,1,26,79,17.00,54,451,505
8129,9/25/12 14:00,4,0,1,24,39,22.00,80,213,293
8130,1/3/12 1:00,1,0,1,0,55,15.00,1,5,6
8131,10/3/12 8:00,4,0,2,22,88,7.00,28,781,809
8132,11/13/12 9:00,4,0,3,7,81,22.00,1,109,110
8133,6/9/12 22:00,2,0,1,26,58,11.00,63,151,214
8134,5/14/12 23:00,2,0,2,20,78,7.00,11,64,75
8135,10/8/11 4:00,4,0,1,12,94,9.00,3,7,10
8136,11/30/12 23:00,4,0,2,6,75,6.00,11,99,110
8137,12/20/11 23:00,4,0,2,10,62,0.00,13,39,52
8138,3/10/12 0:00,1,0,1,6,36,24.00,9,68,77
8139,8/1/11 0:00,3,0,1,27,70,15.00,7,22,29
8140,8/2/12 16:00,3,0,1,32,46,13.00,71,335,406
8141,3/23/12 16:00,2,0,2,27,42,11.00,219,370,589
8142,3/10/11 7:00,1,0,3,10,0,15.00,1,35,36
8143,7/14/11 14:00,3,0,1,28,35,19.00,49,128,177
8144,9/17/12 9:00,3,0,1,20,68,9.00,34,265,299
8145,11/15/12 2:00,4,0,2,4,70,11.00,0,7,7
8146,4/7/12 7:00,2,0,1,7,33,19.00,14,40,54
8147,5/8/11 17:00,2,0,3,20,49,19.00,106,245,351
8148,2/8/11 21:00,1,0,1,-2,33,31.00,8,46,54
8149,11/5/12 0:00,4,0,2,6,56,13.00,3,20,23
8150,7/26/11 21:00,3,0,1,30,49,15.00,45,222,267
8151,4/9/12 22:00,2,0,2,14,41,33.00,6,102,108
8152,2/8/12 8:00,1,0,2,3,70,15.00,12,494,506
8153,4/30/11 7:00,2,0,1,11,54,26.00,21,27,48
8154,2/10/11 2:00,1,0,3,-2,80,9.00,0,3,3
8155,12/10/11 16:00,4,0,1,7,31,26.00,58,183,241
8156,1/26/11 8:00,1,0,3,2,87,20.00,3,69,72
8157,8/14/12 8:00,3,0,2,24,89,6.00,27,591,618
8158,11/13/12 3:00,4,0,3,9,87,24.00,2,3,5
8159,6/17/12 15:00,2,0,1,24,50,15.00,203,260,463
8160,7/4/11 6:00,3,1,1,23,89,11.00,5,11,16
8161,5/25/12 3:00,2,0,2,22,88,7.00,8,6,14
8162,4/27/12 23:00,2,0,1,11,40,17.00,11,105,116
8163,3/25/11 7:00,2,0,1,1,59,24.00,4,99,103
8164,12/26/12 1:00,1,0,2,4,65,20.00,0,7,7
8165,2/13/11 1:00,1,0,1,1,59,6.00,1,23,24
8166,10/6/11 14:00,4,0,1,20,43,6.00,56,138,194
8167,8/28/11 21:00,3,0,1,24,61,9.00,60,126,186
8168,2/14/11 7:00,1,0,1,8,46,20.00,2,96,98
8169,12/29/11 4:00,1,0,1,1,55,11.00,1,2,3
8170,9/15/11 13:00,3,0,2,23,65,19.00,38,151,189
8171,7/19/11 18:00,3,0,1,31,66,9.00,80,450,530
8172,11/6/11 9:00,4,0,2,6,75,6.00,36,134,170
8173,6/23/12 17:00,3,0,1,32,26,17.00,214,316,530
8174,10/12/11 17:00,4,0,3,18,94,15.00,16,235,251
8175,8/7/11 21:00,3,0,1,27,84,7.00,36,100,136
8176,9/11/11 19:00,3,0,1,23,69,7.00,101,232,333
8177,12/3/11 17:00,4,0,1,9,62,0.00,46,186,232
8178,11/19/11 5:00,4,0,1,3,56,17.00,0,2,2
8179,10/22/11 9:00,4,0,1,12,67,6.00,47,122,169
8180,5/20/11 17:00,2,0,1,22,53,0.00,71,481,552
8181,10/8/12 4:00,4,1,1,7,87,9.00,1,6,7
8182,4/7/11 13:00,2,0,2,17,48,6.00,36,99,135
8183,7/21/12 16:00,3,0,3,21,88,13.00,130,196,326
8184,2/7/12 0:00,1,0,1,6,70,13.00,1,21,22
8185,11/4/11 13:00,4,0,1,13,51,28.00,33,161,194
8186,8/9/12 6:00,3,0,1,24,83,11.00,5,162,167
8187,1/19/12 3:00,1,0,1,-3,54,7.00,0,4,4
8188,1/21/11 23:00,1,0,1,-6,38,22.00,0,27,27
8189,11/10/12 20:00,4,0,1,13,54,0.00,39,153,192
8190,11/28/12 0:00,4,0,2,4,75,17.00,1,22,23
8191,2/15/12 3:00,1,0,1,5,75,0.00,0,3,3
8192,2/14/11 13:00,1,0,1,20,19,26.00,27,92,119
8193,9/29/11 10:00,4,0,1,23,65,13.00,24,103,127
8194,1/28/12 13:00,1,0,1,8,57,17.00,80,293,373
8195,1/28/11 3:00,1,0,2,1,75,7.00,1,0,1
8196,7/22/12 13:00,3,0,2,26,65,6.00,238,388,626
8197,7/17/11 1:00,3,0,1,23,69,13.00,16,86,102
8198,2/11/12 16:00,1,0,3,2,75,28.00,12,134,146
8199,9/17/12 18:00,3,0,2,22,73,11.00,66,708,774
8200,10/23/12 19:00,4,0,1,22,57,6.00,25,457,482
8201,2/3/11 0:00,1,0,1,1,40,30.00,1,11,12
8202,2/23/11 16:00,1,0,1,8,25,0.00,15,79,94
8203,11/20/12 17:00,4,0,2,11,71,11.00,37,553,590
8204,1/23/12 14:00,1,0,3,2,93,13.00,13,48,61
8205,9/27/12 17:00,4,0,2,24,69,20.00,87,818,905
8206,4/7/11 4:00,2,0,1,8,76,13.00,0,1,1
8207,1/19/11 2:00,1,0,3,2,93,9.00,0,3,3
8208,10/22/11 22:00,4,0,1,11,76,0.00,30,114,144
8209,12/25/12 2:00,1,1,2,4,87,11.00,0,7,7
8210,2/29/12 12:00,1,0,3,7,93,22.00,1,69,70
8211,5/10/11 21:00,2,0,1,18,52,0.00,30,173,203
8212,5/17/12 22:00,2,0,1,19,43,6.00,42,209,251
8213,9/27/11 6:00,4,0,2,22,94,7.00,8,115,123
8214,4/25/12 16:00,2,0,1,21,20,22.00,49,327,376
8215,1/26/11 1:00,1,0,2,3,65,9.00,0,5,5
8216,5/10/11 14:00,2,0,2,22,33,0.00,42,134,176
8217,2/19/12 6:00,1,0,1,3,52,22.00,0,5,5
8218,6/28/12 22:00,3,0,1,29,52,11.00,50,224,274
8219,2/1/12 23:00,1,0,1,14,63,6.00,22,75,97
8220,8/11/11 0:00,3,0,1,26,45,7.00,6,40,46
8221,7/4/11 21:00,3,1,2,28,62,7.00,192,261,453
8222,3/20/11 5:00,1,0,1,4,60,13.00,3,6,9
8223,9/16/12 7:00,3,0,1,16,77,7.00,28,43,71
8224,9/24/12 2:00,4,0,2,14,63,9.00,0,8,8
8225,3/15/11 13:00,1,0,2,9,57,19.00,23,72,95
8226,12/24/12 11:00,1,0,2,4,60,11.00,20,104,124
8227,6/1/11 0:00,2,0,1,26,79,11.00,9,25,34
8228,9/23/12 1:00,4,0,1,18,52,24.00,23,119,142
8229,8/16/12 5:00,3,0,1,21,78,11.00,7,30,37
8230,1/3/11 4:00,1,0,1,-1,47,26.00,0,1,1
8231,3/26/12 12:00,2,0,1,15,33,35.00,63,216,279
8232,2/12/11 15:00,1,0,1,8,29,28.00,47,127,174
8233,2/19/11 11:00,1,0,1,13,16,39.00,47,76,123
8234,12/17/11 3:00,4,0,1,4,60,13.00,4,22,26
8235,10/26/12 7:00,4,0,2,17,88,7.00,13,408,421
8236,12/26/11 13:00,1,1,1,10,40,20.00,57,83,140
8237,9/16/11 4:00,3,0,1,11,71,19.00,1,3,4
8238,4/21/12 13:00,2,0,1,24,54,15.00,291,358,649
8239,10/8/12 19:00,4,1,2,11,71,17.00,38,333,371
8240,4/17/12 22:00,2,0,1,18,30,17.00,18,143,161
8241,9/10/11 6:00,3,0,1,20,94,11.00,0,6,6
8242,7/25/11 6:00,3,0,2,27,84,6.00,7,100,107
8243,8/27/11 5:00,3,0,2,26,84,20.00,1,11,12
8244,8/12/11 18:00,3,0,1,29,40,20.00,89,376,465
8245,5/30/11 0:00,2,1,1,23,94,13.00,38,65,103
8246,10/28/11 2:00,4,0,1,7,66,19.00,1,3,4
8247,5/8/11 7:00,2,0,2,14,82,0.00,8,15,23
8248,12/6/12 2:00,4,0,1,3,52,19.00,0,9,9
8249,1/14/11 10:00,1,0,1,0,55,13.00,4,40,44
8250,10/8/11 11:00,4,0,1,20,56,0.00,176,221,397
8251,8/25/12 2:00,3,0,2,24,74,6.00,18,61,79
8252,9/21/12 10:00,3,0,1,22,61,15.00,44,181,225
8253,8/24/12 17:00,3,0,2,28,51,15.00,117,695,812
8254,12/11/11 2:00,4,0,1,0,55,17.00,5,47,52
8255,2/18/11 18:00,1,0,1,23,33,22.00,29,195,224
8256,10/9/11 12:00,4,0,1,23,44,6.00,212,243,455
8257,6/5/11 18:00,2,0,1,26,58,7.00,124,238,362
8258,1/2/11 18:00,1,0,2,9,46,22.00,10,42,52
8259,7/11/12 12:00,3,0,2,30,43,0.00,69,223,292
8260,11/30/12 20:00,4,0,1,7,66,0.00,12,233,245
8261,4/1/12 6:00,2,0,2,9,76,9.00,9,87,96
8262,6/20/12 22:00,2,0,1,32,46,7.00,31,226,257
8263,12/11/12 9:00,4,0,1,8,61,26.00,12,322,334
8264,6/10/12 2:00,2,0,1,23,69,9.00,17,56,73
8265,11/27/11 2:00,4,0,1,8,81,0.00,9,22,31
8266,3/7/12 13:00,1,0,1,16,34,28.00,26,178,204
8267,6/1/12 19:00,2,0,3,22,88,24.00,4,41,45
8268,11/15/12 9:00,4,0,2,7,61,13.00,17,306,323
8269,6/2/12 14:00,2,0,1,23,38,20.00,259,388,647
8270,9/12/11 8:00,3,0,1,21,78,6.00,25,380,405
8271,6/2/12 5:00,2,0,1,16,72,13.00,1,11,12
8272,11/6/11 8:00,4,0,2,5,87,6.00,19,71,90
8273,12/3/12 13:00,4,0,1,20,56,6.00,81,240,321
8274,12/18/11 10:00,4,0,1,3,60,17.00,7,121,128
8275,4/23/12 0:00,2,0,3,9,81,28.00,0,6,6
8276,3/31/11 23:00,2,0,3,4,100,11.00,4,23,27
8277,5/22/12 5:00,2,0,3,19,88,13.00,0,17,17
8278,7/24/11 8:00,3,0,1,32,56,19.00,22,82,104
8279,1/6/11 16:00,1,0,1,4,38,11.00,12,74,86
8280,2/18/11 1:00,1,0,1,13,72,15.00,1,7,8
8281,6/10/12 20:00,2,0,1,29,48,11.00,113,250,363
8282,10/14/11 20:00,4,0,1,17,42,13.00,19,177,196
8283,6/11/12 20:00,2,0,2,28,48,15.00,61,333,394
8284,3/29/11 15:00,2,0,1,10,25,15.00,22,65,87
8285,1/10/11 17:00,1,0,1,1,40,7.00,4,174,178
8286,9/24/12 8:00,4,0,1,16,55,13.00,31,719,750
8287,9/15/11 21:00,3,0,1,14,63,22.00,11,134,145
8288,7/9/12 2:00,3,0,3,26,89,13.00,1,4,5
8289,10/27/12 10:00,4,0,1,18,73,19.00,165,314,479
8290,2/22/12 13:00,1,0,1,12,54,20.00,15,175,190
8291,5/30/12 13:00,2,0,1,26,51,0.00,53,232,285
8292,8/15/12 15:00,3,0,1,29,52,17.00,70,196,266
8293,1/21/11 5:00,1,0,1,3,60,28.00,1,4,5
8294,7/8/12 12:00,3,0,1,37,42,13.00,105,271,376
8295,12/24/11 15:00,1,0,1,7,39,15.00,15,82,97
8296,9/3/11 13:00,3,0,1,26,65,15.00,153,199,352
8297,8/7/12 12:00,3,0,2,31,55,9.00,86,197,283
8298,12/3/11 3:00,4,0,1,3,70,9.00,4,5,9
8299,8/30/11 14:00,3,0,1,28,33,11.00,58,150,208
8300,3/20/12 5:00,1,0,2,17,94,0.00,0,20,20
8301,11/17/12 1:00,4,0,1,4,60,13.00,13,74,87
8302,11/25/11 5:00,4,0,1,5,75,0.00,2,3,5
8303,8/12/12 13:00,3,0,1,30,40,0.00,178,365,543
8304,6/26/12 17:00,3,0,1,27,28,28.00,104,793,897
8305,8/29/12 1:00,3,0,1,23,69,9.00,2,12,14
8306,5/27/11 17:00,2,0,1,28,58,26.00,77,412,489
8307,10/25/12 6:00,4,0,2,17,88,13.00,3,168,171
8308,9/21/11 12:00,3,0,2,23,78,6.00,42,151,193
8309,12/21/11 8:00,1,0,3,9,93,0.00,12,391,403
8310,10/7/11 14:00,4,0,1,22,50,0.00,77,179,256
8311,9/20/12 18:00,3,0,1,21,56,17.00,119,781,900
8312,5/1/12 12:00,2,0,2,26,58,15.00,41,228,269
8313,2/25/12 3:00,1,0,1,6,45,20.00,0,7,7
8314,11/1/12 8:00,4,0,2,9,56,7.00,12,668,680
8315,12/7/12 8:00,4,0,2,6,75,13.00,11,430,441
8316,11/7/11 11:00,4,0,1,12,77,7.00,28,100,128
8317,12/8/11 4:00,4,0,2,3,60,31.00,0,1,1
8318,6/30/12 2:00,3,0,2,23,89,0.00,7,54,61
8319,3/20/11 9:00,1,0,1,6,52,9.00,35,43,78
8320,5/15/11 21:00,2,0,1,18,88,0.00,44,106,150
8321,8/12/12 3:00,3,0,1,22,73,6.00,11,37,48
8322,1/22/11 12:00,1,0,2,-6,38,7.00,10,60,70
8323,4/11/11 12:00,2,0,2,21,73,22.00,37,97,134
8324,10/6/11 8:00,4,0,1,13,62,11.00,20,435,455
8325,3/19/11 21:00,1,0,1,11,37,20.00,20,73,93
8326,7/4/11 5:00,3,1,2,23,83,9.00,1,3,4
8327,5/27/12 3:00,2,0,1,23,73,11.00,11,25,36
8328,8/29/12 21:00,3,0,1,24,54,7.00,48,265,313
8329,4/14/11 22:00,2,0,1,15,55,7.00,22,82,104
8330,9/29/12 5:00,4,0,1,16,63,13.00,2,13,15
8331,4/16/12 13:00,2,1,1,28,45,20.00,79,184,263
8332,10/28/12 2:00,4,0,2,16,68,20.00,17,99,116
8333,6/8/12 3:00,2,0,1,18,60,6.00,0,8,8
8334,5/22/11 9:00,2,0,1,22,69,7.00,59,130,189
8335,2/4/12 16:00,1,0,2,8,61,11.00,20,123,143
8336,1/10/11 18:00,1,0,1,1,40,15.00,1,154,155
8337,1/26/12 13:00,1,0,2,10,71,0.00,17,156,173
8338,10/21/11 20:00,4,0,2,13,54,15.00,29,155,184
8339,5/7/12 2:00,2,0,1,16,77,13.00,1,5,6
8340,12/29/12 1:00,1,0,2,3,75,6.00,6,31,37
8341,3/20/12 15:00,1,0,2,22,69,7.00,67,177,244
8342,9/19/11 2:00,3,0,2,17,72,9.00,6,7,13
8343,9/13/12 5:00,3,0,1,17,83,0.00,3,54,57
8344,4/9/11 18:00,2,0,2,10,82,7.00,48,129,177
8345,11/14/12 4:00,4,0,1,2,69,13.00,0,6,6
8346,2/8/11 22:00,1,0,1,-3,33,24.00,0,29,29
8347,1/18/12 5:00,1,0,1,8,46,35.00,0,29,29
8348,9/27/12 20:00,4,0,2,23,69,15.00,45,412,457
8349,9/8/11 3:00,3,0,3,22,94,0.00,0,2,2
8350,7/14/12 10:00,3,0,2,27,70,6.00,123,278,401
8351,9/23/11 22:00,4,0,1,21,94,11.00,31,125,156
8352,5/24/11 8:00,2,0,3,22,83,15.00,31,401,432
